time,lat,lon,windspeed,pressure,year,month,day,hour,tid,label
60,15.6,-71.9,60,989,2005,7,6,18,2859,L4
66,16.2,-73,70,982,2005,7,7,0,2859,L4
72,16.7,-74.1,80,972,2005,7,7,6,2859,L4
78,17.6,-74.9,90,967,2005,7,7,12,2859,L4
84,18.5,-76.1,100,957,2005,7,7,18,2859,L4
90,19.4,-77.1,120,951,2005,7,8,0,2859,L4
96,19.9,-77.6,120,956,2005,7,8,2,2859,L4
102,20.3,-78.4,110,953,2005,7,8,6,2859,L4
108,20.9,-79.5,130,938,2005,7,8,12,2859,L4
114,22,-80.6,120,941,2005,7,8,18,2859,L4
120,22.1,-80.7,120,941,2005,7,8,18,2859,L4
126,22.7,-81.6,100,960,2005,7,9,0,2859,L4
132,23.4,-82.5,75,973,2005,7,9,6,2859,L4
138,24.3,-83.4,80,967,2005,7,9,12,2859,L4
144,25.2,-84.2,90,962,2005,7,9,18,2859,L4
150,26.1,-85,110,942,2005,7,10,0,2859,L4
156,27.2,-85.8,125,935,2005,7,10,6,2859,L4
162,28.5,-86.3,120,930,2005,7,10,12,2859,L4
168,29.9,-86.9,110,942,2005,7,10,18,2859,L4
174,30.4,-87.1,105,946,2005,7,10,19,2859,L4
180,31.5,-87.7,45,970,2005,7,11,0,2859,L4
186,32.6,-88.5,30,991,2005,7,11,6,2859,L4
192,33.9,-88.8,25,997,2005,7,11,12,2859,L4
198,35.3,-89.1,20,1002,2005,7,11,18,2859,L4
204,36.4,-89.2,20,1003,2005,7,12,0,2859,L4
210,37.1,-89,15,1005,2005,7,12,6,2859,L4
216,37.7,-88.7,15,1007,2005,7,12,12,2859,L4
222,38.1,-88.3,15,1008,2005,7,12,18,2859,L4
228,38.5,-87.8,15,1009,2005,7,13,0,2859,L4
234,38.9,-87.2,15,1010,2005,7,13,6,2859,L4
240,39.2,-86.5,15,1010,2005,7,13,12,2859,L4
246,39.2,-85.8,15,1010,2005,7,13,18,2859,L4
252,39.2,-85.7,10,1009,2005,7,14,0,2859,L4
258,39,-85.6,10,1009,2005,7,14,6,2859,L4
264,38.7,-85.6,10,1010,2005,7,14,12,2859,L4
270,38.4,-85.6,10,1010,2005,7,14,18,2859,L4
276,38.1,-85.8,10,1009,2005,7,15,0,2859,L4
282,37.9,-86.2,10,1010,2005,7,15,6,2859,L4
288,38.1,-86.4,10,1012,2005,7,15,12,2859,L4
294,38.4,-86.6,10,1012,2005,7,15,18,2859,L4
300,38.6,-86.8,10,1011,2005,7,16,0,2859,L4
306,39.4,-86.5,10,1013,2005,7,16,6,2859,L4
312,40.2,-86.2,10,1013,2005,7,16,12,2859,L4
318,40.8,-85.2,10,1014,2005,7,16,18,2859,L4
324,41.3,-84.1,10,1013,2005,7,17,0,2859,L4
330,42.2,-83.2,10,1013,2005,7,17,6,2859,L4
336,43.1,-82.3,10,1013,2005,7,17,12,2859,L4
342,43.9,-81.4,10,1012,2005,7,17,18,2859,L4
348,44.6,-80.5,10,1010,2005,7,18,0,2859,L4
354,45.8,-79.8,10,1009,2005,7,18,6,2859,L4
6,17.2,-37,30,1006,2008,9,1,6,2923,L4
12,17.3,-38.4,35,1005,2008,9,1,12,2923,L4
18,17.5,-39.9,45,1003,2008,9,1,18,2923,L4
24,17.8,-41.3,45,1002,2008,9,2,0,2923,L4
30,18.2,-42.8,45,1000,2008,9,2,6,2923,L4
36,18.7,-44.3,50,999,2008,9,2,12,2923,L4
42,19.3,-45.8,55,996,2008,9,2,18,2923,L4
48,19.8,-47.3,55,994,2008,9,3,0,2923,L4
54,20.2,-48.8,55,992,2008,9,3,6,2923,L4
60,20.6,-50.3,60,989,2008,9,3,12,2923,L4
66,21.1,-51.9,75,979,2008,9,3,18,2923,L4
72,21.8,-53.5,105,956,2008,9,4,0,2923,L4
78,22.4,-55,125,935,2008,9,4,6,2923,L4
84,23,-56.4,120,937,2008,9,4,12,2923,L4
90,23.4,-57.7,115,940,2008,9,4,18,2923,L4
96,23.6,-59,115,944,2008,9,5,0,2923,L4
102,23.6,-60.4,115,949,2008,9,5,6,2923,L4
108,23.5,-61.9,105,954,2008,9,5,12,2923,L4
114,23.2,-63.4,100,959,2008,9,5,18,2923,L4
120,22.8,-64.9,100,962,2008,9,6,0,2923,L4
126,22.4,-66.3,100,964,2008,9,6,6,2923,L4
132,21.9,-67.7,95,965,2008,9,6,12,2923,L4
138,21.5,-69,115,950,2008,9,6,18,2923,L4
144,21.2,-70.3,115,947,2008,9,7,0,2923,L4
150,21.1,-71.6,115,947,2008,9,7,6,2923,L4
156,21,-72.8,110,947,2008,9,7,12,2923,L4
162,21,-73.2,110,947,2008,9,7,13,2923,L4
168,21,-74,105,946,2008,9,7,18,2923,L4
174,21.1,-75.2,115,945,2008,9,8,0,2923,L4
180,21.1,-75.7,115,945,2008,9,8,2,2923,L4
186,21.1,-76.5,100,950,2008,9,8,6,2923,L4
192,21.1,-77.8,85,960,2008,9,8,12,2923,L4
198,21.2,-79.1,75,964,2008,9,8,18,2923,L4
204,21.5,-80.3,70,965,2008,9,9,0,2923,L4
210,22,-81.4,70,965,2008,9,9,6,2923,L4
216,22.4,-82.4,70,965,2008,9,9,12,2923,L4
222,22.6,-82.9,70,965,2008,9,9,14,2923,L4
228,22.7,-83.3,65,966,2008,9,9,18,2923,L4
234,23.1,-84,65,968,2008,9,10,0,2923,L4
240,23.4,-84.6,70,964,2008,9,10,6,2923,L4
246,23.8,-85.2,80,959,2008,9,10,12,2923,L4
252,24.2,-85.8,85,958,2008,9,10,18,2923,L4
258,24.7,-86.4,85,944,2008,9,11,0,2923,L4
264,25.1,-87.1,85,945,2008,9,11,6,2923,L4
270,25.5,-88,85,946,2008,9,11,12,2923,L4
276,25.8,-88.9,85,952,2008,9,11,18,2923,L4
282,26.1,-90,85,954,2008,9,12,0,2923,L4
288,26.4,-91.1,90,954,2008,9,12,6,2923,L4
294,26.9,-92.2,95,954,2008,9,12,12,2923,L4
300,27.5,-93.2,95,954,2008,9,12,18,2923,L4
306,28.3,-94,95,952,2008,9,13,0,2923,L4
312,29.1,-94.6,95,951,2008,9,13,6,2923,L4
318,29.3,-94.7,95,950,2008,9,13,7,2923,L4
324,30.3,-95.2,85,959,2008,9,13,12,2923,L4
330,31.7,-95.3,50,974,2008,9,13,18,2923,L4
336,33.5,-94.9,35,980,2008,9,14,0,2923,L4
342,35.5,-93.7,35,985,2008,9,14,6,2923,L4
348,37.6,-91,40,987,2008,9,14,12,2923,L4
354,40.3,-87.2,50,988,2008,9,14,18,2923,L4
360,43.3,-81.5,50,988,2008,9,15,0,2923,L4
366,45.8,-75.3,40,986,2008,9,15,6,2923,L4
372,47.2,-71.1,35,986,2008,9,15,12,2923,L4
6,15.4,-69,25,1005,2008,10,13,6,2929,L4
12,15.2,-69.6,30,1005,2008,10,13,12,2929,L4
18,14.8,-69.8,30,1004,2008,10,13,18,2929,L4
24,14.5,-69.6,35,1001,2008,10,14,0,2929,L4
30,14.3,-69.3,40,997,2008,10,14,6,2929,L4
36,14.2,-69.1,50,991,2008,10,14,12,2929,L4
42,13.9,-68.8,60,983,2008,10,14,18,2929,L4
48,14.1,-68.3,65,983,2008,10,15,0,2929,L4
54,14.4,-68,70,985,2008,10,15,6,2929,L4
60,14.9,-67.4,75,984,2008,10,15,12,2929,L4
66,15.6,-66.5,80,977,2008,10,15,18,2929,L4
72,16.7,-65.2,95,970,2008,10,16,0,2929,L4
78,18.2,-63.9,115,958,2008,10,16,6,2929,L4
84,19.6,-62.1,90,975,2008,10,16,12,2929,L4
90,21.1,-60.4,70,985,2008,10,16,18,2929,L4
96,22.8,-58.8,65,986,2008,10,17,0,2929,L4
102,25.1,-57.1,70,984,2008,10,17,6,2929,L4
108,27.9,-55.7,75,982,2008,10,17,12,2929,L4
114,30.1,-54.4,65,985,2008,10,17,18,2929,L4
120,31.3,-53.2,55,988,2008,10,18,0,2929,L4
126,32.4,-52.1,50,991,2008,10,18,6,2929,L4
132,33,-51.3,40,996,2008,10,18,12,2929,L4
138,33.5,-50.5,35,1002,2008,10,18,18,2929,L4
144,34,-49.7,30,1006,2008,10,19,0,2929,L4
150,34.5,-49,30,1009,2008,10,19,6,2929,L4
156,35.1,-48.3,25,1011,2008,10,19,12,2929,L4
162,35.7,-47.5,25,1012,2008,10,19,18,2929,L4
168,36.4,-46.8,25,1013,2008,10,20,0,2929,L4
174,37,-46.2,25,1014,2008,10,20,6,2929,L4
180,37.6,-45.3,25,1015,2008,10,20,12,2929,L4
186,37.9,-44.3,25,1016,2008,10,20,18,2929,L4
192,38.3,-43.3,25,1016,2008,10,21,0,2929,L4
6,13.7,-81.7,25,1004,2008,11,5,18,2931,L4
12,14.2,-82,30,1004,2008,11,6,0,2931,L4
18,14.8,-82.1,35,1003,2008,11,6,6,2931,L4
24,15.4,-82,40,1000,2008,11,6,12,2931,L4
30,16.1,-81.9,55,994,2008,11,6,18,2931,L4
36,16.8,-81.8,65,987,2008,11,7,0,2931,L4
42,17.4,-81.7,65,985,2008,11,7,6,2931,L4
48,18,-81.6,75,979,2008,11,7,12,2931,L4
54,18.6,-81.4,80,975,2008,11,7,18,2931,L4
60,19,-81,100,964,2008,11,8,0,2931,L4
66,19.4,-80.4,110,951,2008,11,8,6,2931,L4
72,19.8,-79.6,125,944,2008,11,8,12,2931,L4
78,20.2,-78.8,125,951,2008,11,8,18,2931,L4
84,20.7,-78,90,968,2008,11,9,0,2931,L4
90,20.7,-78,85,970,2008,11,9,1,2931,L4
96,21,-77.7,55,990,2008,11,9,6,2931,L4
102,21.3,-77.8,35,1002,2008,11,9,12,2931,L4
108,21.6,-77.9,25,1004,2008,11,9,18,2931,L4
114,21.8,-77.9,25,1005,2008,11,10,0,2931,L4
120,22.1,-77.8,25,1006,2008,11,10,6,2931,L4
126,22.4,-77.7,20,1007,2008,11,10,12,2931,L4
132,22.5,-77.6,20,1008,2008,11,10,18,2931,L4
138,22.4,-77.5,20,1009,2008,11,11,0,2931,L4
144,22.1,-77.6,20,1009,2008,11,11,6,2931,L4
150,21.8,-77.9,20,1009,2008,11,11,12,2931,L4
156,21.3,-78.3,20,1009,2008,11,11,18,2931,L4
162,20.9,-78.8,20,1009,2008,11,12,0,2931,L4
168,20.8,-79.7,20,1009,2008,11,12,6,2931,L4
174,21,-80.7,20,1009,2008,11,12,12,2931,L4
180,21.4,-81.7,20,1009,2008,11,12,18,2931,L4
186,22.1,-82.8,20,1010,2008,11,13,0,2931,L4
192,22.8,-83.8,20,1010,2008,11,13,6,2931,L4
198,23.8,-84.7,20,1010,2008,11,13,12,2931,L4
204,25,-85.5,20,1010,2008,11,13,18,2931,L4
210,26.8,-85.9,20,1010,2008,11,14,0,2931,L4
216,28.9,-85.6,20,1010,2008,11,14,6,2931,L4
6,11.8,-32,30,1007,2009,8,15,6,2934,L4
12,11.5,-33.3,30,1006,2009,8,15,12,2934,L4
18,11.2,-34.5,35,1004,2009,8,15,18,2934,L4
24,11.2,-35.5,35,1004,2009,8,16,0,2934,L4
30,11.5,-36.5,40,1002,2009,8,16,6,2934,L4
36,12,-37.8,50,997,2009,8,16,12,2934,L4
42,12.6,-39.4,55,994,2009,8,16,18,2934,L4
48,13.1,-41.3,60,990,2009,8,17,0,2934,L4
54,13.5,-43.2,65,987,2009,8,17,6,2934,L4
60,13.9,-44.6,75,977,2009,8,17,12,2934,L4
66,14.4,-46,80,970,2009,8,17,18,2934,L4
72,14.8,-47.5,85,967,2009,8,18,0,2934,L4
78,15.3,-49,90,965,2009,8,18,6,2934,L4
84,15.7,-50.3,95,963,2009,8,18,12,2934,L4
90,16.2,-51.7,100,962,2009,8,18,18,2934,L4
96,16.9,-52.9,105,955,2009,8,19,0,2934,L4
102,17.6,-54.2,115,954,2009,8,19,6,2934,L4
108,18.3,-55.6,115,949,2009,8,19,12,2934,L4
114,19.3,-56.9,115,947,2009,8,19,18,2934,L4
120,20.2,-58.2,115,945,2009,8,20,0,2934,L4
126,21.1,-59.6,115,949,2009,8,20,6,2934,L4
132,22.1,-61,105,952,2009,8,20,12,2934,L4
138,23.1,-62.4,110,948,2009,8,20,18,2934,L4
144,24.1,-63.7,110,943,2009,8,21,0,2934,L4
150,25.5,-64.9,105,951,2009,8,21,6,2934,L4
156,27.1,-66,100,954,2009,8,21,12,2934,L4
162,28.6,-66.9,95,956,2009,8,21,18,2934,L4
168,30.4,-67.6,90,957,2009,8,22,0,2934,L4
174,32.3,-68.4,90,960,2009,8,22,6,2934,L4
180,34.1,-68.8,85,961,2009,8,22,12,2934,L4
186,36,-68.9,80,961,2009,8,22,18,2934,L4
192,38.1,-68.4,80,961,2009,8,23,0,2934,L4
198,40.1,-67.3,75,962,2009,8,23,6,2934,L4
204,42.4,-65.4,70,965,2009,8,23,12,2934,L4
210,44.4,-62.5,65,970,2009,8,23,18,2934,L4
216,46.3,-57.9,65,973,2009,8,24,0,2934,L4
222,46.8,-56.4,60,974,2009,8,24,2,2934,L4
228,46.9,-56,60,976,2009,8,24,3,2934,L4
234,48,-53,60,980,2009,8,24,6,2934,L4
240,49.2,-47.2,60,980,2009,8,24,12,2934,L4
246,50,-41.2,60,980,2009,8,24,18,2934,L4
252,50.3,-35.4,60,980,2009,8,25,0,2934,L4
258,50.7,-29.6,60,980,2009,8,25,6,2934,L4
264,51.2,-23.8,60,980,2009,8,25,12,2934,L4
270,52,-18,50,982,2009,8,25,18,2934,L4
276,53,-13,40,985,2009,8,26,0,2934,L4
6,10.7,-31.1,25,1009,2010,8,21,12,2948,L4
12,11,-31.7,25,1008,2010,8,21,18,2948,L4
18,11.4,-32.4,30,1007,2010,8,22,0,2948,L4
24,11.8,-33.1,35,1005,2010,8,22,6,2948,L4
30,12.4,-33.9,35,1005,2010,8,22,12,2948,L4
36,13.2,-34.8,35,1004,2010,8,22,18,2948,L4
42,13.8,-35.9,45,1000,2010,8,23,0,2948,L4
48,14.2,-37.4,50,997,2010,8,23,6,2948,L4
54,14.7,-39.1,55,994,2010,8,23,12,2948,L4
60,15.2,-40.9,65,987,2010,8,23,18,2948,L4
66,15.4,-42.6,75,982,2010,8,24,0,2948,L4
72,15.6,-44.2,80,977,2010,8,24,6,2948,L4
78,16.2,-45.8,70,984,2010,8,24,12,2948,L4
84,17,-47.5,65,987,2010,8,24,18,2948,L4
90,17.7,-49,70,984,2010,8,25,0,2948,L4
96,18.4,-50.4,70,984,2010,8,25,6,2948,L4
102,19.4,-51.6,70,984,2010,8,25,12,2948,L4
108,20.7,-52.6,75,980,2010,8,25,18,2948,L4
114,22,-53.6,80,977,2010,8,26,0,2948,L4
120,23.1,-54.6,85,973,2010,8,26,6,2948,L4
126,24,-55.4,85,973,2010,8,26,12,2948,L4
132,24.8,-56.4,90,970,2010,8,26,18,2948,L4
138,25.6,-57.3,95,966,2010,8,27,0,2948,L4
144,26.2,-58.3,110,953,2010,8,27,6,2948,L4
150,26.5,-59.3,110,948,2010,8,27,12,2948,L4
156,27.1,-60.1,115,942,2010,8,27,18,2948,L4
162,27.7,-60.5,105,946,2010,8,28,0,2948,L4
168,28.3,-61,95,950,2010,8,28,6,2948,L4
174,28.9,-60.8,95,952,2010,8,28,12,2948,L4
180,29.6,-60.2,90,955,2010,8,28,18,2948,L4
186,30.9,-59.2,85,958,2010,8,29,0,2948,L4
192,32.4,-57.9,80,964,2010,8,29,6,2948,L4
198,34.7,-56.2,75,966,2010,8,29,12,2948,L4
204,37.3,-55,75,968,2010,8,29,18,2948,L4
210,38.7,-53.8,70,969,2010,8,30,0,2948,L4
216,40,-52.8,65,970,2010,8,30,6,2948,L4
222,40.6,-51.6,65,970,2010,8,30,12,2948,L4
228,41,-50.2,60,973,2010,8,30,18,2948,L4
234,41.1,-48,60,976,2010,8,31,0,2948,L4
240,41.2,-44.8,55,981,2010,8,31,6,2948,L4
246,41.3,-41,55,985,2010,8,31,12,2948,L4
252,42.1,-35.9,50,987,2010,8,31,18,2948,L4
258,43.5,-30.4,45,988,2010,9,1,0,2948,L4
264,44.8,-26.3,40,990,2010,9,1,6,2948,L4
270,46.2,-24,40,991,2010,9,1,12,2948,L4
276,47.9,-22,40,992,2010,9,1,18,2948,L4
282,49.5,-20.7,40,994,2010,9,2,0,2948,L4
288,51.1,-19.9,40,995,2010,9,2,6,2948,L4
294,53,-20.3,35,996,2010,9,2,12,2948,L4
300,55,-21.5,35,998,2010,9,2,18,2948,L4
306,57.5,-23,30,998,2010,9,3,0,2948,L4
6,12.9,-20.5,30,1007,2010,9,12,6,2954,L4
12,13,-21.3,30,1006,2010,9,12,12,2954,L4
18,13.1,-22.1,35,1005,2010,9,12,18,2954,L4
24,13.5,-23.1,40,1004,2010,9,13,0,2954,L4
30,14,-24.2,40,1004,2010,9,13,6,2954,L4
36,14.5,-25.4,40,1004,2010,9,13,12,2954,L4
42,15,-26.5,45,1003,2010,9,13,18,2954,L4
48,15.3,-27.5,45,1002,2010,9,14,0,2954,L4
54,15.6,-28.4,60,994,2010,9,14,6,2954,L4
60,15.9,-29.2,70,987,2010,9,14,12,2954,L4
66,16.1,-29.9,80,979,2010,9,14,18,2954,L4
72,16.4,-30.6,90,973,2010,9,15,0,2954,L4
78,16.9,-31.4,110,956,2010,9,15,6,2954,L4
84,17.7,-32.2,120,948,2010,9,15,12,2954,L4
90,18.8,-33,115,951,2010,9,15,18,2954,L4
96,19.9,-34.1,105,958,2010,9,16,0,2954,L4
102,20.9,-35.8,100,962,2010,9,16,6,2954,L4
108,21.8,-37.7,90,970,2010,9,16,12,2954,L4
114,22.7,-40,80,977,2010,9,16,18,2954,L4
120,23.1,-42,75,981,2010,9,17,0,2954,L4
126,23.5,-44,75,981,2010,9,17,6,2954,L4
132,23.9,-45.8,70,983,2010,9,17,12,2954,L4
138,24.6,-47.4,65,986,2010,9,17,18,2954,L4
144,25.6,-48.7,60,988,2010,9,18,0,2954,L4
150,26.9,-49.8,55,991,2010,9,18,6,2954,L4
156,28.3,-50.7,50,994,2010,9,18,12,2954,L4
162,29.8,-51.4,50,993,2010,9,18,18,2954,L4
168,31.4,-51.8,55,989,2010,9,19,0,2954,L4
174,32.8,-52,50,993,2010,9,19,6,2954,L4
180,33.9,-51.4,45,995,2010,9,19,12,2954,L4
186,34.6,-50.2,45,995,2010,9,19,18,2954,L4
192,34.9,-49.2,45,995,2010,9,20,0,2954,L4
198,34.9,-48,40,997,2010,9,20,6,2954,L4
204,34.7,-46.9,40,999,2010,9,20,12,2954,L4
210,34.6,-46,40,1002,2010,9,20,18,2954,L4
216,34.4,-45.1,40,1003,2010,9,21,0,2954,L4
222,34.4,-44.1,35,1004,2010,9,21,6,2954,L4
228,34.5,-43,35,1005,2010,9,21,12,2954,L4
234,34.5,-41.9,30,1006,2010,9,21,18,2954,L4
240,34.3,-40.9,30,1007,2010,9,22,0,2954,L4
246,33.9,-39.9,30,1007,2010,9,22,6,2954,L4
252,33.6,-38.8,30,1007,2010,9,22,12,2954,L4
258,33.2,-38,30,1008,2010,9,22,18,2954,L4
264,33,-37.8,30,1008,2010,9,23,0,2954,L4
270,32.7,-37.7,30,1009,2010,9,23,6,2954,L4
276,32.4,-37.8,30,1009,2010,9,23,12,2954,L4
282,32,-38.6,30,1010,2010,9,23,18,2954,L4
288,31.5,-40,30,1010,2010,9,24,0,2954,L4
294,31.2,-41.6,30,1011,2010,9,24,6,2954,L4
300,30.9,-43.1,30,1011,2010,9,24,12,2954,L4
306,30.6,-44.3,30,1012,2010,9,24,18,2954,L4
6,9.5,-19,20,1012,2011,8,28,0,2975,L4
12,9.4,-20.3,20,1011,2011,8,28,6,2975,L4
18,9.3,-21.6,25,1010,2011,8,28,12,2975,L4
24,9.3,-22.9,25,1009,2011,8,28,18,2975,L4
30,9.3,-24.2,25,1009,2011,8,29,0,2975,L4
36,9.5,-25.6,25,1009,2011,8,29,6,2975,L4
42,9.9,-27,30,1008,2011,8,29,12,2975,L4
48,10.6,-28.2,30,1008,2011,8,29,18,2975,L4
54,11,-29.6,35,1006,2011,8,30,0,2975,L4
60,11.5,-31.1,40,1004,2011,8,30,6,2975,L4
66,12,-32.9,45,1001,2011,8,30,12,2975,L4
72,12.6,-34.6,50,997,2011,8,30,18,2975,L4
78,13.1,-36.4,50,997,2011,8,31,0,2975,L4
84,13.6,-38.2,55,994,2011,8,31,6,2975,L4
90,14,-40,55,994,2011,8,31,12,2975,L4
96,14.4,-41.8,60,990,2011,8,31,18,2975,L4
102,14.8,-43.5,65,988,2011,9,1,0,2975,L4
108,15.1,-45.2,65,988,2011,9,1,6,2975,L4
114,15.3,-46.9,65,988,2011,9,1,12,2975,L4
120,15.7,-48.5,65,988,2011,9,1,18,2975,L4
126,16.2,-50,65,988,2011,9,2,0,2975,L4
132,16.8,-51.2,65,988,2011,9,2,6,2975,L4
138,17.4,-52.1,65,987,2011,9,2,12,2975,L4
144,18,-53,65,987,2011,9,2,18,2975,L4
150,18.4,-53.9,65,987,2011,9,3,0,2975,L4
156,18.8,-54.7,65,987,2011,9,3,6,2975,L4
162,19.4,-55.4,65,986,2011,9,3,12,2975,L4
168,19.9,-56.2,65,982,2011,9,3,18,2975,L4
174,20.4,-57.1,70,978,2011,9,4,0,2975,L4
180,21.1,-57.9,75,969,2011,9,4,6,2975,L4
186,21.7,-58.8,85,961,2011,9,4,12,2975,L4
192,22.3,-59.7,90,959,2011,9,4,18,2975,L4
198,23,-60.6,90,957,2011,9,5,0,2975,L4
204,23.6,-61.6,95,954,2011,9,5,6,2975,L4
210,24.2,-62.6,100,950,2011,9,5,12,2975,L4
216,24.8,-63.4,110,946,2011,9,5,18,2975,L4
222,25.6,-64,120,942,2011,9,6,0,2975,L4
228,26.2,-64.8,115,946,2011,9,6,6,2975,L4
234,26.7,-65.6,105,954,2011,9,6,12,2975,L4
240,27.3,-66.2,95,959,2011,9,6,18,2975,L4
246,27.7,-66.9,85,964,2011,9,7,0,2975,L4
252,28.2,-67.6,85,967,2011,9,7,6,2975,L4
258,28.8,-68.4,80,969,2011,9,7,12,2975,L4
264,29.4,-69.3,80,969,2011,9,7,18,2975,L4
270,30.3,-69.9,80,968,2011,9,8,0,2975,L4
276,31.5,-70.1,80,967,2011,9,8,6,2975,L4
282,32.8,-70.2,80,966,2011,9,8,12,2975,L4
288,34.1,-70,80,965,2011,9,8,18,2975,L4
294,35.6,-69.4,80,964,2011,9,9,0,2975,L4
300,37.1,-68.4,75,963,2011,9,9,6,2975,L4
306,38.5,-67.1,75,961,2011,9,9,12,2975,L4
312,39.8,-64.6,75,960,2011,9,9,18,2975,L4
318,41,-60.5,75,958,2011,9,10,0,2975,L4
324,42.2,-56.1,75,956,2011,9,10,6,2975,L4
330,43.5,-50.6,75,954,2011,9,10,12,2975,L4
336,45.4,-43.7,75,954,2011,9,10,18,2975,L4
342,47.3,-37.2,70,957,2011,9,11,0,2975,L4
348,49.1,-31.3,70,960,2011,9,11,6,2975,L4
354,51.1,-26,60,964,2011,9,11,12,2975,L4
360,52.8,-21.1,60,966,2011,9,11,18,2975,L4
366,54.7,-16.3,60,968,2011,9,12,0,2975,L4
372,56.2,-11.6,60,970,2011,9,12,6,2975,L4
378,58,-7,60,972,2011,9,12,12,2975,L4
384,59.5,0,60,974,2011,9,12,18,2975,L4
6,17.1,-41.5,35,0,1944,9,21,12,2008,L2
12,17.2,-43.5,35,0,1944,9,21,18,2008,L2
18,17.4,-45.6,35,0,1944,9,22,0,2008,L2
24,17.7,-47.7,35,0,1944,9,22,6,2008,L2
30,18.2,-49.7,40,0,1944,9,22,12,2008,L2
36,19,-51.4,40,0,1944,9,22,18,2008,L2
42,19.8,-52.7,45,0,1944,9,23,0,2008,L2
48,21.3,-54.1,45,0,1944,9,23,6,2008,L2
54,23,-55.1,50,0,1944,9,23,12,2008,L2
60,24.4,-55.7,55,0,1944,9,23,18,2008,L2
66,25.8,-55.9,55,0,1944,9,24,0,2008,L2
72,27.4,-55.9,60,0,1944,9,24,6,2008,L2
78,29.2,-55.8,65,0,1944,9,24,12,2008,L2
84,31.2,-55.5,70,0,1944,9,24,18,2008,L2
90,33.2,-55,75,0,1944,9,25,0,2008,L2
96,35.2,-54.1,80,0,1944,9,25,6,2008,L2
102,37,-53.5,85,0,1944,9,25,12,2008,L2
108,38.2,-53.3,80,0,1944,9,25,18,2008,L2
114,39.2,-53.3,75,0,1944,9,26,0,2008,L2
120,40.2,-53.2,70,0,1944,9,26,6,2008,L2
126,41.5,-53,60,0,1944,9,26,12,2008,L2
132,43.5,-52,55,0,1944,9,26,18,2008,L2
138,46.5,-50,55,0,1944,9,27,0,2008,L2
144,50,-47.2,50,0,1944,9,27,6,2008,L2
150,53,-43.9,50,0,1944,9,27,12,2008,L2
156,55.5,-40,45,0,1944,9,27,18,2008,L2
162,57.8,-34.7,45,0,1944,9,28,0,2008,L2
168,59.6,-28.5,40,0,1944,9,28,6,2008,L2
174,61.4,-22.4,40,0,1944,9,28,12,2008,L2
6,19,-85.7,35,0,1945,6,20,12,2014,L2
12,19.5,-85.9,40,0,1945,6,20,18,2014,L2
18,20,-86.1,40,0,1945,6,21,0,2014,L2
24,20.6,-86.2,40,0,1945,6,21,6,2014,L2
30,21.4,-86.3,40,0,1945,6,21,12,2014,L2
36,22.2,-86.3,40,0,1945,6,21,18,2014,L2
42,23,-86.4,40,0,1945,6,22,0,2014,L2
48,23.8,-86.4,45,0,1945,6,22,6,2014,L2
54,24.5,-86.5,45,0,1945,6,22,12,2014,L2
60,25.2,-86.6,50,0,1945,6,22,18,2014,L2
66,25.9,-86.6,50,0,1945,6,23,0,2014,L2
72,26.6,-86.6,55,0,1945,6,23,6,2014,L2
78,27.2,-86.5,70,0,1945,6,23,12,2014,L2
84,27.6,-86,85,0,1945,6,23,18,2014,L2
90,28,-85,80,0,1945,6,24,0,2014,L2
96,28.5,-83.5,70,0,1945,6,24,6,2014,L2
102,28.6,-82.7,70,0,1945,6,24,8,2014,L2
108,29,-82,50,0,1945,6,24,12,2014,L2
114,29.8,-81,60,0,1945,6,24,18,2014,L2
120,30.7,-80.1,65,0,1945,6,25,0,2014,L2
126,31.7,-79.3,65,0,1945,6,25,6,2014,L2
132,32.8,-78.5,65,0,1945,6,25,12,2014,L2
138,33.8,-77.5,65,0,1945,6,25,18,2014,L2
144,34.6,-76.7,65,0,1945,6,26,0,2014,L2
150,34.7,-76.6,65,0,1945,6,26,1,2014,L2
156,35.8,-75.5,65,0,1945,6,26,6,2014,L2
162,37.3,-73.8,65,0,1945,6,26,12,2014,L2
168,38.4,-72.3,65,0,1945,6,26,18,2014,L2
174,39.4,-71.1,65,0,1945,6,27,0,2014,L2
180,40.2,-70.1,65,0,1945,6,27,6,2014,L2
186,40.8,-69,65,0,1945,6,27,12,2014,L2
192,41.3,-68.1,55,0,1945,6,27,18,2014,L2
198,41.7,-67.3,45,0,1945,6,28,0,2014,L2
204,41.9,-66.5,45,0,1945,6,28,6,2014,L2
210,42.2,-65.5,45,0,1945,6,28,12,2014,L2
216,42.6,-64.4,40,0,1945,6,28,18,2014,L2
222,43.1,-63.2,40,0,1945,6,29,0,2014,L2
228,43.8,-61.7,40,0,1945,6,29,6,2014,L2
234,44.8,-60,40,0,1945,6,29,12,2014,L2
240,45.9,-58.3,40,0,1945,6,29,18,2014,L2
246,47.1,-56.6,35,0,1945,6,30,0,2014,L2
252,48.5,-54.8,35,0,1945,6,30,6,2014,L2
258,50,-53,35,0,1945,6,30,12,2014,L2
264,51.7,-50.5,35,0,1945,6,30,18,2014,L2
270,53.6,-47.5,35,0,1945,7,1,0,2014,L2
276,55.8,-44.2,35,0,1945,7,1,6,2014,L2
282,57.8,-41.2,35,0,1945,7,1,12,2014,L2
288,59.3,-39,35,0,1945,7,1,18,2014,L2
