space,time,day,poi,tid,label
40.79797071 -76.8689906,341,Thursday,633405,643154,104769
40.8074603 -76.86503034,1047,Thursday,635498,643154,104769
40.79797071 -76.8689906,1165,Thursday,633405,643154,104769
29.9576018167 -90.0635016667,133,Friday,20222,643156,104769
29.9527436946 -90.0664199909,161,Friday,351974,643156,104769
29.9575495667 -90.0619912,326,Friday,15521,643156,104769
29.9570029667 -90.0621219833,341,Friday,183408,643156,104769
30.3138389763 -89.6002864838,405,Friday,147407,643156,104769
36.1606278 -86.7781333,349,Saturday,11076,643156,104769
36.1606831167 -86.77790665,351,Saturday,11075,643156,104769
40.7810613694 -73.9737582207,877,Monday,11824,643156,104769
40.781256345 -73.9736509323,969,Monday,340877,643156,104769
40.7819581 -73.9712691167,1001,Monday,12147,643156,104769
40.7818722667 -73.9697027167,1002,Monday,12148,643156,104769
40.7826983833 -73.9665269833,1007,Monday,12149,643156,104769
40.7814188241 -73.9663338661,1019,Monday,12151,643156,104769
40.77952265 -73.9668703,1019,Monday,12161,643156,104769
40.7810613694 -73.9737582207,1271,Monday,11824,643156,104769
40.7742937388 -73.9708399773,1272,Monday,12174,643156,104769
40.7792090733 -73.9630508423,1273,Monday,12164,643156,104769
40.7750859041 -73.9687532187,1273,Monday,12171,643156,104769
40.7757236918 -73.9717841148,1273,Monday,12345,643156,104769
40.7698736895 -73.9752173424,1298,Monday,12349,643156,104769
40.9784968197 -75.136013031,1403,Monday,589989,643156,104769
40.79797071 -76.8689906,105,Tuesday,633405,643156,104769
40.8074603 -76.86503034,839,Tuesday,639070,643156,104769
41.00443845 -76.45051252,1296,Tuesday,637510,643156,104769
41.0044515587 -76.4468193054,1297,Tuesday,617754,643156,104769
40.79797071 -76.8689906,336,Wednesday,633405,643156,104769
40.79797071 -76.8689906,658,Wednesday,633303,643156,104769
40.8074603 -76.86503034,730,Wednesday,635498,643156,104769
40.79797071 -76.8689906,1224,Wednesday,633405,643156,104769
40.79797071 -76.8689906,29,Thursday,633303,643156,104769
40.79797071 -76.8689906,283,Thursday,633405,643156,104769
40.8074603 -76.86503034,837,Thursday,639070,643156,104769
40.8074603 -76.86503034,1038,Thursday,635498,643156,104769
40.79797071 -76.8689906,1104,Thursday,633405,643156,104769
40.82635 -76.8489231167,1105,Saturday,72328,643157,104769
40.78709995 -76.5498867,72,Sunday,682883,643157,104769
40.8074603 -76.86503034,798,Monday,635498,643157,104769
40.8074603 -76.86503034,833,Monday,639070,643157,104769
40.79797071 -76.8689906,1246,Monday,633303,643157,104769
40.79797071 -76.8689906,1101,Tuesday,633405,643157,104769
40.79797071 -76.8689906,242,Wednesday,633405,643157,104769
40.8074603 -76.86503034,1026,Wednesday,639070,643157,104769
40.79797071 -76.8689906,1171,Wednesday,633405,643157,104769
40.79797071 -76.8689906,49,Thursday,633303,643157,104769
40.8074603 -76.86503034,1079,Thursday,635498,643157,104769
40.79797071 -76.8689906,314,Friday,633405,643160,104769
40.79797071 -76.8689906,1129,Saturday,633405,643160,104769
40.79797071 -76.8689906,1370,Saturday,633405,643160,104769
40.79797071 -76.8689906,703,Monday,633405,643160,104769
40.8074603 -76.86503034,908,Monday,639070,643160,104769
40.79797071 -76.8689906,1193,Monday,633303,643160,104769
40.79797071 -76.8689906,1439,Monday,633405,643160,104769
40.8074603 -76.86503034,989,Tuesday,635498,643160,104769
40.79797071 -76.8689906,1092,Tuesday,633405,643160,104769
40.79797071 -76.8689906,204,Wednesday,633405,643160,104769
40.8074603 -76.86503034,771,Wednesday,635498,643160,104769
40.79797071 -76.8689906,1302,Wednesday,633303,643160,104769
40.79797071 -76.8689906,115,Thursday,633405,643160,104769
40.8074603 -76.86503034,1035,Thursday,635498,643160,104769
40.79797071 -76.8689906,129,Friday,633405,643161,104769
40.8074603 -76.86503034,829,Friday,639070,643161,104769
40.79797071 -76.8689906,1002,Friday,633405,643161,104769
40.8400721848 -76.8306970596,1212,Saturday,375941,643161,104769
40.82635 -76.8489231167,1317,Saturday,72328,643161,104769
40.8254879167 -76.8508252667,1318,Saturday,561480,643161,104769
40.79797071 -76.8689906,1286,Sunday,633405,643161,104769
41.00443845 -76.45051252,101,Monday,637510,643161,104769
41.0161869 -76.4468856,205,Monday,945416,643161,104769
40.79797071 -76.8689906,360,Monday,633405,643161,104769
40.8074603 -76.86503034,942,Monday,639070,643161,104769
40.79797071 -76.8689906,1217,Monday,633303,643161,104769
40.79797071 -76.8689906,67,Tuesday,633405,643161,104769
40.79797071 -76.8689906,1215,Tuesday,633405,643161,104769
40.8074603 -76.86503034,767,Wednesday,635498,643161,104769
40.8074603 -76.86503034,831,Wednesday,639070,643161,104769
40.79797071 -76.8689906,1409,Wednesday,633303,643161,104769
40.79797071 -76.8689906,1216,Thursday,633303,643161,104769
40.79797071 -76.8689906,1419,Thursday,633405,643161,104769
40.8074603 -76.86503034,775,Friday,635498,643163,104769
40.8074603 -76.86503034,822,Friday,639070,643163,104769
40.9035898 -76.3977586833,62,Saturday,855352,643163,104769
40.7638415333 -76.3830823833,928,Saturday,1046117,643163,104769
40.9035898 -76.3977586833,976,Saturday,855352,643163,104769
41.0103148 -76.4876508667,1023,Saturday,649320,643163,104769
40.79797071 -76.8689906,39,Monday,633405,643163,104769
40.8216302833 -76.84891635,237,Monday,705770,643163,104769
40.79797071 -76.8689906,275,Monday,633405,643163,104769
40.79797071 -76.8689906,174,Tuesday,633405,643163,104769
40.79797071 -76.8689906,1251,Tuesday,633405,643163,104769
40.79797071 -76.8689906,283,Thursday,633405,643163,104769
40.8785750724 -76.503714323,893,Friday,408565,643168,104769
40.9035898 -76.3977586833,86,Saturday,855352,643168,104769
40.8785750724 -76.503714323,896,Saturday,408565,643168,104769
40.8792886833 -76.5057014833,115,Sunday,1120113,643168,104769
40.9035898 -76.3977586833,205,Sunday,855352,643168,104769
40.7638415333 -76.3830823833,277,Sunday,1046117,643168,104769
40.8785750724 -76.503714323,969,Monday,408565,643168,104769
40.8254879167 -76.8508252667,125,Tuesday,561480,643168,104769
40.87864435 -76.5051396,1154,Tuesday,1121459,643168,104769
40.8785750724 -76.503714323,1234,Tuesday,408565,643168,104769
40.7880605333 -76.5061652167,1220,Wednesday,85512,643168,104769
40.7901677409 -76.561242342,41,Friday,315676,643174,104769
40.8785750724 -76.503714323,895,Friday,408565,643174,104769
40.8829166667 -76.5017361111,75,Saturday,1416814,643174,104769
40.8785750724 -76.503714323,909,Saturday,408565,643174,104769
40.9035898 -76.3977586833,164,Sunday,855352,643174,104769
40.7638415333 -76.3830823833,240,Sunday,1046117,643174,104769
40.8785750724 -76.503714323,1212,Sunday,408565,643174,104769
40.8829166667 -76.5017361111,1213,Sunday,1416814,643174,104769
40.8005445 -76.86517077,710,Monday,1288969,643174,104769
40.8216302833 -76.84891635,974,Monday,705770,643174,104769
40.82635 -76.8489231167,1003,Tuesday,72328,643174,104769
40.8005445 -76.86517077,1029,Tuesday,1288969,643174,104769
40.8254879167 -76.8508252667,1389,Tuesday,561480,643174,104769
40.8005445 -76.86517077,779,Wednesday,1288969,643174,104769
41.0103148 -76.4876508667,1346,Wednesday,649320,643174,104769
41.00927065 -76.4859453333,1379,Wednesday,123322,643174,104769
40.8607342618 -76.5492367744,1416,Wednesday,160639,643174,104769
40.7901677409 -76.561242342,14,Thursday,315676,643174,104769
40.8005445 -76.86517077,933,Thursday,1288969,643174,104769
40.8254879167 -76.8508252667,955,Friday,561480,643176,104769
40.82501792 -76.84842461,1085,Friday,1508484,643176,104769
40.82635 -76.8489231167,1085,Friday,72328,643176,104769
40.8785750724 -76.503714323,1324,Friday,408565,643176,104769
40.87864435 -76.5051396,1365,Friday,1121459,643176,104769
40.8785750724 -76.503714323,870,Saturday,408565,643176,104769
40.8785750724 -76.503714323,1084,Sunday,408565,643176,104769
40.8829166667 -76.5017361111,1085,Sunday,1416814,643176,104769
40.8607342618 -76.5492367744,1195,Sunday,160639,643176,104769
40.8785750724 -76.503714323,887,Monday,408565,643176,104769
40.8829166667 -76.5017361111,1056,Monday,1416814,643176,104769
40.8785750724 -76.503714323,1132,Thursday,408565,643176,104769
40.8607342618 -76.5492367744,958,Friday,160639,643178,104769
41.7792999 -72.667488833,1243,Saturday,1296944,643178,104769
41.0700661593 -73.8912534714,1196,Sunday,41403,643178,104769
40.8607342618 -76.5492367744,884,Monday,160639,643178,104769
40.8785750724 -76.503714323,79,Tuesday,408565,643178,104769
40.8829166667 -76.5017361111,80,Tuesday,1416814,643178,104769
40.8785750724 -76.503714323,900,Tuesday,408565,643178,104769
40.8829166667 -76.5017361111,900,Tuesday,1416814,643178,104769
40.7638415333 -76.3830823833,799,Wednesday,1046117,643178,104769
41.051573153 -75.3552889824,1176,Wednesday,284797,643178,104769
40.0655186167 -76.3407540167,1195,Friday,13775,643179,104769
40.0670946277 -76.3380610943,1292,Friday,196739,643179,104769
40.8118468667 -77.8924646667,928,Saturday,719092,643179,104769
40.9035898 -76.3977586833,174,Sunday,855352,643179,104769
40.8785750724 -76.503714323,950,Sunday,408565,643179,104769
40.8829166667 -76.5017361111,950,Sunday,1416814,643179,104769
40.8785750724 -76.503714323,1035,Monday,408565,643179,104769
40.8829166667 -76.5017361111,1037,Monday,1416814,643179,104769
40.7880605333 -76.5061652167,60,Wednesday,85512,643179,104769
40.7638415333 -76.3830823833,866,Wednesday,1046117,643179,104769
40.7880605333 -76.5061652167,1151,Wednesday,85512,643179,104769
41.0044515587 -76.4468193054,1121,Thursday,617754,643179,104769
41.00443845 -76.45051252,1122,Thursday,637510,643179,104769
41.0080401 -76.4476037333,1153,Thursday,771527,643179,104769
41.0089625 -76.4455929167,1164,Thursday,878901,643179,104769
48.1338811427 17.1055519581,400,Friday,1243161,644241,104921
48.1467609833 17.1277928352,1197,Friday,181388,644241,104921
48.1552360022 17.1347343922,956,Saturday,1252180,644241,104921
48.155042753 17.1340584755,707,Sunday,1216410,644241,104921
48.1570141833 17.1269199333,1126,Monday,1112719,644241,104921
48.1560877215 17.1421480179,218,Tuesday,1216419,644241,104921
48.1454294764 17.1050262451,236,Tuesday,1279320,644241,104921
48.1338811427 17.1055519581,305,Tuesday,1243161,644241,104921
48.1338811427 17.1055519581,873,Wednesday,1243161,644241,104921
48.15382915 17.1384924,1142,Wednesday,531436,644241,104921
48.1552360022 17.1347343922,289,Thursday,1252180,644241,104921
48.1338811427 17.1055519581,726,Thursday,1243161,644241,104921
48.1338811427 17.1055519581,531,Friday,1243161,644248,104921
48.1256031195 17.1258509159,988,Friday,1327459,644248,104921
48.1457086662 17.1038782597,1080,Friday,1135346,644248,104921
48.1433978 17.1081632667,1103,Friday,218881,644248,104921
48.141549297 17.1074724197,1202,Sunday,1263671,644248,104921
48.1555079814 17.1407532692,1240,Sunday,1401893,644248,104921
48.1338811427 17.1055519581,376,Tuesday,1243161,644248,104921
48.1256031195 17.1258509159,1096,Wednesday,1327459,644248,104921
48.1375256277 17.1281576157,1074,Thursday,1329142,644248,104921
48.1555079814 17.1407532692,1260,Thursday,1401893,644248,104921
49.2269377167 18.7477955333,1037,Saturday,301010,644254,104921
48.1256031195 17.1258509159,440,Sunday,1327459,644254,104921
48.144720757 17.0930421352,328,Tuesday,2024597,644254,104921
48.1580344553 17.0695352554,679,Tuesday,1257755,644254,104921
48.15619099 17.07175981,688,Tuesday,951167,644254,104921
48.144720757 17.0930421352,566,Wednesday,2024597,644254,104921
49.2205777 18.7575611,975,Wednesday,1525164,644254,104921
49.22415059 18.74452275,1262,Wednesday,1111666,644254,104921
49.2205777 18.7575611,1287,Wednesday,1525164,644254,104921
48.1326695985 17.1078050137,523,Thursday,194424,644254,104921
48.1457086662 17.1038782597,527,Thursday,1135346,644254,104921
48.1492019895 17.107719183,543,Thursday,197876,644254,104921
48.1485291137 17.1075904369,546,Thursday,3809474,644254,104921
48.144720757 17.0930421352,645,Thursday,2024597,644254,104921
48.1457086662 17.1038782597,828,Thursday,1135346,644254,104921
48.1256031195 17.1258509159,1164,Thursday,1327459,644254,104921
48.1560877215 17.1421480179,240,Friday,1216419,644256,104921
48.155042753 17.1340584755,243,Friday,1216410,644256,104921
48.1570141833 17.1269199333,244,Friday,1112719,644256,104921
48.1454294764 17.1050262451,275,Friday,1279320,644256,104921
48.1457086662 17.1038782597,275,Friday,1135346,644256,104921
48.144720757 17.0930421352,292,Friday,2024597,644256,104921
48.1580344553 17.0695352554,575,Friday,1257755,644256,104921
48.15619099 17.07175981,597,Friday,951167,644256,104921
48.1256031195 17.1258509159,950,Friday,1327459,644256,104921
48.1260972604 17.1256148815,1266,Friday,1597931,644256,104921
48.1375256277 17.1281576157,1273,Friday,1329142,644256,104921
48.15382915 17.1384924,1278,Friday,531436,644256,104921
48.1326695985 17.1078050137,965,Saturday,194424,644256,104921
48.1326710306 17.1092319489,965,Saturday,1130856,644256,104921
48.1467609833 17.1277928352,979,Saturday,181388,644256,104921
48.15382915 17.1384924,984,Saturday,531436,644256,104921
48.1560877215 17.1421480179,988,Saturday,1216419,644256,104921
48.1375256277 17.1281576157,436,Sunday,1329142,644256,104921
48.1260972604 17.1256148815,443,Sunday,1597931,644256,104921
48.1256031195 17.1258509159,443,Sunday,1327459,644256,104921
48.1260972604 17.1256148815,1235,Sunday,1597931,644256,104921
48.1485291137 17.1075904369,404,Monday,3809474,644256,104921
48.144720757 17.0930421352,919,Monday,2024597,644256,104921
48.1485291137 17.1075904369,299,Tuesday,3809474,644256,104921
48.144720757 17.0930421352,755,Tuesday,2024597,644256,104921
48.1485291137 17.1075904369,839,Tuesday,3809474,644256,104921
48.1256031195 17.1258509159,1097,Tuesday,1327459,644256,104921
48.1260972604 17.1256148815,1097,Tuesday,1597931,644256,104921
48.144720757 17.0930421352,466,Wednesday,2024597,644256,104921
48.144720757 17.0930421352,853,Wednesday,2024597,644256,104921
48.1260972604 17.1256148815,1263,Wednesday,1597931,644256,104921
48.1375256277 17.1281576157,1272,Wednesday,1329142,644256,104921
48.1580344553 17.0695352554,739,Thursday,1257755,644256,104921
48.15619099 17.07175981,740,Thursday,951167,644256,104921
48.155042753 17.1340584755,940,Thursday,1216410,644256,104921
48.1586454833 17.1059826,211,Friday,197891,644257,104921
49.2269377167 18.7477955333,621,Friday,301010,644257,104921
48.1485291137 17.1075904369,574,Monday,3809474,644257,104921
48.1492019895 17.107719183,574,Monday,197876,644257,104921
48.144720757 17.0930421352,663,Monday,2024597,644257,104921
48.1326695985 17.1078050137,1016,Monday,194424,644257,104921
48.1326710306 17.1092319489,1139,Monday,1130856,644257,104921
48.155042753 17.1340584755,442,Tuesday,1216410,644257,104921
48.1570141833 17.1269199333,444,Tuesday,1112719,644257,104921
48.1485291137 17.1075904369,484,Tuesday,3809474,644257,104921
48.144720757 17.0930421352,495,Tuesday,2024597,644257,104921
48.1260972604 17.1256148815,1169,Tuesday,1597931,644257,104921
48.1256031195 17.1258509159,1170,Tuesday,1327459,644257,104921
48.1560877215 17.1421480179,361,Wednesday,1216419,644257,104921
48.144720757 17.0930421352,988,Wednesday,2024597,644257,104921
48.1256031195 17.1258509159,1210,Wednesday,1327459,644257,104921
48.1570141833 17.1269199333,383,Thursday,1112719,644257,104921
48.1485291137 17.1075904369,437,Thursday,3809474,644257,104921
48.144720757 17.0930421352,465,Thursday,2024597,644257,104921
48.1454294764 17.1050262451,853,Thursday,1279320,644257,104921
48.144720757 17.0930421352,889,Thursday,2024597,644257,104921
48.1260972604 17.1256148815,974,Thursday,1597931,644257,104921
48.1256031195 17.1258509159,974,Thursday,1327459,644257,104921
48.1560877215 17.1421480179,224,Friday,1216419,644258,104921
48.1485291137 17.1075904369,770,Friday,3809474,644258,104921
48.1492019895 17.107719183,771,Friday,197876,644258,104921
48.1256031195 17.1258509159,442,Sunday,1327459,644258,104921
48.15382915 17.1384924,1024,Sunday,531436,644258,104921
48.1485291137 17.1075904369,487,Monday,3809474,644258,104921
48.1492019895 17.107719183,488,Monday,197876,644258,104921
48.144720757 17.0930421352,1150,Monday,2024597,644258,104921
48.1256031195 17.1258509159,737,Tuesday,1327459,644258,104921
48.1485291137 17.1075904369,376,Wednesday,3809474,644258,104921
48.1485291137 17.1075904369,709,Wednesday,3809474,644258,104921
48.1256031195 17.1258509159,1159,Wednesday,1327459,644258,104921
48.1485291137 17.1075904369,350,Thursday,3809474,644258,104921
48.1375256277 17.1281576157,1170,Thursday,1329142,644258,104921
48.1485291137 17.1075904369,280,Friday,3809474,644259,104921
48.144720757 17.0930421352,522,Friday,2024597,644259,104921
48.1256031195 17.1258509159,1034,Friday,1327459,644259,104921
48.1256031195 17.1258509159,1023,Sunday,1327459,644259,104921
48.1260972604 17.1256148815,1126,Sunday,1597931,644259,104921
48.1561736084 17.1399271488,350,Monday,1131817,644259,104921
48.1560877215 17.1421480179,351,Monday,1216419,644259,104921
48.155042753 17.1340584755,351,Monday,1216410,644259,104921
48.1570141833 17.1269199333,353,Monday,1112719,644259,104921
48.1485291137 17.1075904369,370,Monday,3809474,644259,104921
57.7072294175 11.9696331254,429,Monday,1129418,650455,105825
57.7072294175 11.9696331254,618,Monday,1129418,650455,105825
57.708744265 11.9685745239,992,Monday,393093,650455,105825
57.7089262 11.9710574667,1006,Monday,112814,650455,105825
57.73109435 11.9214345,1031,Monday,1131354,650455,105825
57.7072294175 11.9696331254,424,Tuesday,1129418,650455,105825
57.7072294175 11.9696331254,607,Tuesday,1129418,650455,105825
57.7089262 11.9710574667,844,Tuesday,112814,650455,105825
57.73109435 11.9214345,861,Tuesday,1131354,650455,105825
57.7072294175 11.9696331254,292,Wednesday,1129418,650455,105825
57.73109435 11.9214345,981,Wednesday,1131354,650455,105825
57.7072294175 11.9696331254,289,Thursday,1129418,650455,105825
57.73109435 11.9214345,999,Thursday,1131354,650455,105825
57.7072294175 11.9696331254,328,Friday,1129418,650456,105825
57.7051159839 11.9650876522,566,Friday,357948,650456,105825
57.7072294175 11.9696331254,655,Friday,1129418,650456,105825
57.7089262 11.9710574667,844,Friday,112814,650456,105825
57.73109435 11.9214345,878,Friday,1131354,650456,105825
58.0639746016 11.8108928204,975,Friday,911211,650456,105825
58.0592184219 11.7804336548,977,Friday,20032,650456,105825
58.1127698833 11.3660696667,684,Saturday,1152729,650456,105825
57.73109435 11.9214345,877,Sunday,1131354,650456,105825
57.7072294175 11.9696331254,316,Monday,1129418,650456,105825
57.73109435 11.9214345,865,Monday,1131354,650456,105825
57.7072294175 11.9696331254,379,Tuesday,1129418,650456,105825
57.7038663495 11.9610643387,914,Tuesday,138394,650456,105825
57.7089262 11.9710574667,1169,Tuesday,112814,650456,105825
57.7310831 11.91878625,315,Wednesday,337476,650456,105825
57.7072294175 11.9696331254,341,Wednesday,1129418,650456,105825
57.7072294175 11.9696331254,838,Wednesday,1129418,650456,105825
57.6991253718 11.9490587711,868,Wednesday,84210,650456,105825
57.6988436667 11.95029265,1078,Wednesday,367634,650456,105825
57.7310831 11.91878625,1259,Wednesday,337476,650456,105825
57.73109435 11.9214345,1259,Wednesday,1131354,650456,105825
57.7072294175 11.9696331254,332,Thursday,1129418,650456,105825
57.7072294175 11.9696331254,412,Friday,1129418,650458,105825
57.7099765369 11.7736101151,1037,Saturday,721233,650458,105825
57.73109435 11.9214345,1225,Saturday,1131354,650458,105825
57.72473735 11.9821469167,587,Sunday,545567,650458,105825
57.6892990667 12.0332479167,601,Sunday,926215,650458,105825
57.72339815 11.95440325,711,Sunday,204030,650458,105825
57.73109435 11.9214345,1040,Sunday,1131354,650458,105825
57.7072294175 11.9696331254,341,Monday,1129418,650458,105825
57.7072294175 11.9696331254,603,Monday,1129418,650458,105825
57.7072294175 11.9696331254,383,Tuesday,1129418,650458,105825
57.7095810682 11.9731020927,559,Tuesday,159316,650458,105825
57.7072294175 11.9696331254,580,Tuesday,1129418,650458,105825
57.7038663495 11.9610643387,870,Tuesday,138394,650458,105825
57.73109435 11.9214345,1213,Tuesday,1131354,650458,105825
57.72473735 11.9821469167,309,Wednesday,545567,650458,105825
57.7072294175 11.9696331254,381,Wednesday,1129418,650458,105825
57.7072294175 11.9696331254,607,Wednesday,1129418,650458,105825
57.7072294175 11.9696331254,333,Thursday,1129418,650458,105825
57.7098676402 11.9683492184,566,Thursday,1243321,650458,105825
57.7072294175 11.9696331254,602,Thursday,1129418,650458,105825
57.73109435 11.9214345,1218,Thursday,1131354,650458,105825
57.7072294175 11.9696331254,335,Friday,1129418,650459,105825
57.7017109154 11.9748938084,597,Friday,112417,650459,105825
57.708744265 11.9685745239,844,Friday,393093,650459,105825
57.73109435 11.9214345,883,Friday,1131354,650459,105825
57.7087843862 11.920466423,651,Saturday,1017212,650459,105825
57.7085888 11.91981745,668,Saturday,902743,650459,105825
57.7043879911 11.9627165794,1245,Saturday,125620,650459,105825
57.7043914333 11.9723263,1315,Saturday,257700,650459,105825
57.7072294175 11.9696331254,385,Monday,1129418,650459,105825
57.7051159839 11.9650876522,597,Monday,357948,650459,105825
57.7072294175 11.9696331254,638,Monday,1129418,650459,105825
57.7293260167 11.9269945833,864,Monday,338904,650459,105825
57.7072294175 11.9696331254,357,Tuesday,1129418,650459,105825
57.7038663495 11.9610643387,914,Tuesday,138394,650459,105825
57.7072294175 11.9696331254,334,Wednesday,1129418,650459,105825
57.730799783 11.9210793,772,Friday,1542467,650468,105825
57.730799783 11.9210793,961,Friday,1542467,650468,105825
57.7072294175 11.9696331254,442,Monday,1129418,650468,105825
57.7066349768 11.9804084301,553,Monday,127602,650468,105825
57.7072294175 11.9696331254,630,Monday,1129418,650468,105825
57.730799783 11.9210793,914,Monday,1542467,650468,105825
57.7072294175 11.9696331254,359,Tuesday,1129418,650468,105825
57.730799783 11.9210793,935,Tuesday,1542467,650468,105825
57.7072294175 11.9696331254,388,Wednesday,1129418,650468,105825
57.7037860962 11.9681346416,596,Wednesday,170896,650468,105825
57.730799783 11.9210793,867,Wednesday,1542467,650468,105825
57.730799783 11.9210793,306,Thursday,1542467,650468,105825
57.72339815 11.95440325,668,Saturday,204030,650469,105825
57.7072294175 11.9696331254,338,Monday,1129418,650469,105825
57.730799783 11.9210793,1058,Monday,1542467,650469,105825
57.7072294175 11.9696331254,412,Tuesday,1129418,650469,105825
57.706349 11.9683585,868,Tuesday,1026113,650469,105825
57.730799783 11.9210793,940,Tuesday,1542467,650469,105825
57.7072294175 11.9696331254,333,Wednesday,1129418,650469,105825
57.7066349768 11.9804084301,585,Wednesday,127602,650469,105825
57.7072294175 11.9696331254,663,Wednesday,1129418,650469,105825
57.730799783 11.9210793,862,Wednesday,1542467,650469,105825
57.7072294175 11.9696331254,346,Thursday,1129418,650469,105825
57.68137655 12.00337115,902,Thursday,444858,650469,105825
57.7072294175 11.9696331254,436,Friday,1129418,650472,105825
57.72339815 11.95440325,902,Friday,204030,650472,105825
57.730799783 11.9210793,1001,Friday,1542467,650472,105825
57.690323372 11.982772962,721,Saturday,1396122,650472,105825
57.7043914333 11.9723263,1349,Saturday,257700,650472,105825
57.7072294175 11.9696331254,332,Monday,1129418,650472,105825
57.6990581478 11.9741498825,895,Monday,809748,650472,105825
57.706185517 11.979894933,979,Monday,1454541,650472,105825
57.730799783 11.9210793,1170,Monday,1542467,650472,105825
57.7072294175 11.9696331254,387,Tuesday,1129418,650472,105825
57.7222178333 11.9531997667,870,Tuesday,43819,650472,105825
57.7298870833 11.94722795,882,Tuesday,134447,650472,105825
57.7072294175 11.9696331254,340,Wednesday,1129418,650472,105825
57.7072294175 11.9696331254,332,Thursday,1129418,650472,105825
57.7074832923 11.9700658321,841,Thursday,177433,650472,105825
57.6856328349 11.918438673,955,Thursday,444782,650472,105825
57.730799783 11.9210793,1037,Thursday,1542467,650472,105825
57.7072294175 11.9696331254,333,Friday,1129418,650473,105825
57.730799783 11.9210793,906,Friday,1542467,650473,105825
57.66106785 12.113464133,549,Saturday,1443401,650473,105825
57.6707238478 12.1328437328,550,Saturday,288515,650473,105825
57.6793521892 12.0050740242,732,Saturday,435406,650473,105825
57.6999865833 11.9766628,1306,Saturday,125992,650473,105825
57.7010401824 11.9744861126,1426,Saturday,148842,650473,105825
57.730799783 11.9210793,6,Sunday,1542467,650473,105825
57.72083545 11.939714575,703,Sunday,379437,650473,105825
57.7072294175 11.9696331254,361,Monday,1129418,650473,105825
57.730799783 11.9210793,876,Monday,1542467,650473,105825
57.730799783 11.9210793,1103,Monday,1542467,650473,105825
57.7072294175 11.9696331254,339,Tuesday,1129418,650473,105825
57.730799783 11.9210793,966,Tuesday,1542467,650473,105825
57.7072294175 11.9696331254,357,Wednesday,1129418,650473,105825
57.730799783 11.9210793,889,Wednesday,1542467,650473,105825
57.7072294175 11.9696331254,379,Thursday,1129418,650473,105825
57.7072294175 11.9696331254,352,Friday,1129418,650474,105825
57.730799783 11.9210793,932,Friday,1542467,650474,105825
57.7244855327 11.9554960728,760,Saturday,245237,650474,105825
57.730799783 11.9210793,1044,Saturday,1542467,650474,105825
57.7082971979 11.9690895081,673,Sunday,84045,650474,105825
57.730799783 11.9210793,764,Sunday,1542467,650474,105825
57.7072294175 11.9696331254,369,Monday,1129418,650474,105825
57.730799783 11.9210793,1058,Monday,1542467,650474,105825
57.7072294175 11.9696331254,331,Tuesday,1129418,650474,105825
57.7072294175 11.9696331254,644,Tuesday,1129418,650474,105825
57.730799783 11.9210793,1221,Tuesday,1542467,650474,105825
57.7072294175 11.9696331254,343,Wednesday,1129418,650474,105825
57.730799783 11.9210793,893,Wednesday,1542467,650474,105825
57.7072294175 11.9696331254,343,Thursday,1129418,650474,105825
57.730799783 11.9210793,891,Thursday,1542467,650474,105825
57.7780565734 14.1743248688,678,Monday,973320,652534,106123
57.7809637833 14.1576906167,1068,Monday,975977,652534,106123
57.7780565734 14.1743248688,304,Tuesday,973320,652534,106123
57.7780565734 14.1743248688,687,Tuesday,973320,652534,106123
57.7809637833 14.1576906167,901,Tuesday,975977,652534,106123
57.77912873 14.15988075,955,Tuesday,177312,652534,106123
57.7780565734 14.1743248688,306,Wednesday,973320,652534,106123
57.7837503388 14.1638660431,606,Wednesday,167865,652534,106123
57.7780565734 14.1743248688,666,Wednesday,973320,652534,106123
57.7809637833 14.1576906167,976,Wednesday,975977,652534,106123
57.7780565734 14.1743248688,269,Thursday,973320,652534,106123
57.7809637833 14.1576906167,915,Thursday,975977,652534,106123
57.78131598 14.17425149,617,Friday,546949,652539,106123
57.7812762333 14.1720915,986,Friday,144119,652539,106123
57.7829861508 14.1702863468,531,Sunday,958909,652539,106123
57.7809637833 14.1576906167,959,Sunday,975977,652539,106123
57.7780565734 14.1743248688,378,Monday,973320,652539,106123
57.7809637833 14.1576906167,601,Monday,975977,652539,106123
57.7809637833 14.1576906167,930,Monday,975977,652539,106123
57.7716396677 14.1757965088,968,Monday,156866,652539,106123
57.7780565734 14.1743248688,356,Tuesday,973320,652539,106123
57.7621698833 14.2161922833,624,Tuesday,805212,652539,106123
57.7780565734 14.1743248688,330,Wednesday,973320,652539,106123
57.7817400804 14.1697591753,649,Wednesday,910750,652539,106123
57.7818570629 14.1698849201,650,Wednesday,155827,652539,106123
57.7780565734 14.1743248688,677,Wednesday,973320,652539,106123
57.7809637833 14.1576906167,1274,Wednesday,975977,652539,106123
57.7780565734 14.1743248688,283,Thursday,973320,652539,106123
57.7817400804 14.1697591753,623,Thursday,910750,652539,106123
57.7780565734 14.1743248688,685,Friday,973320,652540,106123
57.7745730667 14.3041540333,602,Sunday,1082845,652540,106123
57.77592165 14.3014746833,603,Sunday,996765,652540,106123
57.7821476 14.1425173667,672,Monday,859186,652540,106123
57.7809637833 14.1576906167,718,Monday,975977,652540,106123
57.7867274833 14.2435984333,835,Monday,173599,652540,106123
57.7817026221 14.1566991806,947,Monday,783345,652540,106123
57.7745730667 14.3041540333,720,Tuesday,1082845,652540,106123
